"year","scenario","growthrate","population"
2020,"M4",11.5718066153673,5319324
2021,"M4",11.3349374740245,5379618.20494408
2022,"M4",11.1029169265085,5439347.65896991
2023,"M4",10.8756457245089,5498504.0770813
2024,"M4",10.6530266512787,5557079.78755661
2025,"M4",10.4349644800496,5615067.71775257
2026,"M4",10.2213659332981,5672461.37963596
2027,"M4",10.0121396428452,5729254.85508753
2028,"M4",9.80719611077353,5785442.78101997
2029,"M4",9.60644767114315,5841020.33435023
2030,"M4",9.40980845249287,5895983.21686358
2031,"M4",9.2171943411075,5950327.64000532
2032,"M4",9.02852294503804,6004050.30963361
2033,"M4",8.8437135588576,6057148.41076498
2034,"M4",8.6626871291395,6109619.5923422
2035,"M4",8.48536622064145,6161461.95205203
2036,"M4",8.31167498318219,6212674.02121873
2037,"M4",8.14153911919604,6263254.74979729
2038,"M4",7.97488585195152,6313203.49148862
2039,"M4",7.81164389442088,6362519.98899714
2040,"M4",7.65174341878642,6411204.35944985
2041,"M4",7.49511602657125,6459257.07999398
2042,"M4",7.34169471938139,6506678.9735893
2043,"M4",7.19141387024661,6553471.19500921
2044,"M4",7.04420919554838,6599635.21706386
2045,"M4",6.90001772752188,6645172.81705678
2046,"M4",6.75877778732125,6690086.06348561
2047,"M4",6.6204289586359,6734377.30299608
2048,"M4",6.48491206184724,6778049.14759731
2049,"M4",6.3521691287141,6821104.46214558
2050,"M4",6.22214337757646,6863546.35210248
2051,"M4",6.09477918906672,6905378.15157247
2052,"M4",5.97002208231806,6946603.41162411
2053,"M4",5.8478186916601,6987225.88889816
2054,"M4",5.72811674379118,7027249.53450501
2055,"M4",5.61086503541827,7066678.48321332
2056,"M4",5.49601341135425,7105517.04293079
2057,"M4",5.38351274306386,7143769.68447746
2058,"M4",5.27331490764859,7181441.03165143
2059,"M4",5.16537276726179,7218535.85158602
2060,"M4",5.05964014894517,7255059.0453973
2061,"M4",4.9560718248779,7291015.63912002
2062,"M4",4.8546234930303,7326410.77492974
2063,"M4",4.75525175821323,7361249.70264862
2064,"M4",4.65791411351556,7395537.7715317
2065,"M4",4.56256892212156,7429280.42233047
2066,"M4",4.46917539950037,7462483.17962993
2067,"M4",4.37769359596037,7495151.64445536
2068,"M4",4.28808437956023,7527291.48714439
2069,"M4",4.20030941937011,7558908.44048018
2070,"M4",4.11433116907522,7590008.29308104
2071,"M4",4.03011285091524,7620596.88304154
2072,"M4",3.94761843995238,7650680.09182047
2073,"M4",3.86681264866143,7680263.83837039
2074,"M4",3.78766091183537,7709354.07350357
2075,"M4",3.71012937179973,7737956.77448928
2076,"M4",3.6341848639299,7766077.93987687
2077,"M4",3.55979490246469,7793723.58453939
2078,"M4",3.48692766661033,7820899.73493223
2079,"M4",3.41555198692886,7847612.42456145
2080,"M4",3.3456373320053,7873867.68965617
2081,"M4",3.2771537953876,7899671.56503971
2082,"M4",3.21007208279391,7925030.08019388
2083,"M4",3.14436349958186,7949949.25551113
2084,"M4",3.07999993847409,7974435.09872898
2085,"M4",3.01695386753531,7998493.6015415
2086,"M4",2.95519831839531,8022130.73638247
2087,"M4",2.89470687471301,8045352.45337492
2088,"M4",2.83545366087675,8068164.67744189
2089,"M4",2.77741333093577,8090573.3055732
2090,"M4",2.72056105775838,8112584.20424328
2091,"M4",2.66487252241196,8134203.20697492
2092,"M4",2.61032390376038,8155436.11204413
2093,"M4",2.5568918682743,8176288.68032125
2094,"M4",2.50455356005022,8196766.63324354
2095,"M4",2.45328659103362,8216875.65091471
2096,"M4",2.40306903144235,8236621.37032664
2097,"M4",2.35387940038602,8256009.38369903
2098,"M4",2.30569665667741,8275045.23693252
2099,"M4",2.25850018983196,8293734.428171
2100,"M4",2.21226981125152,8312082.40646898
