"year","scenario","growthrate","population"
2020,"M5",13.2000484775783,5319324
2021,"M5",12.9971399876499,5388459.99866767
2022,"M5",12.7973505662125,5457418.01028263
2023,"M5",12.6006322675726,5526184.92776063
2024,"M5",12.4069378830483,5594747.96088959
2025,"M5",12.2162209296401,5663094.63802547
2026,"M5",12.0284356388759,5731212.80739583
2027,"M5",11.8435369458271,5799090.63802462
2028,"M5",11.6614804782945,5866716.6202918
2029,"M5",11.4822225461589,5934079.56614124
2030,"M5",11.3057201308973,6001168.60895051
2031,"M5",11.1319308752587,6067973.20307612
2032,"M5",10.960813073099,6134483.12308761
2033,"M5",10.7923256593726,6200688.4627039
2034,"M5",10.6264282002779,6266579.63344511
2035,"M5",10.463080883553,6332147.36301307
2036,"M5",10.3022445089225,6397382.69341336
2037,"M5",10.1438804786898,6462276.97883179
2038,"M5",9.98795078847377,6526821.88327784
2039,"M5",9.8344180180896,6591009.37800761
2040,"M5",9.68324532256777,6654831.73873821
2041,"M5",9.53439642331217,6718281.54266578
2042,"M5",9.38783559939414,6781351.66529877
2043,"M5",9.24352767897973,6844035.27711785
2044,"M5",9.10143803088952,6906325.84007376
2045,"M5",8.96153255628757,6968217.10393391
2046,"M5",8.82377768049847,7029703.10248847
2047,"M5",8.68814034494968,7090778.14962622
2048,"M5",8.55458799923869,7151436.83529028
2049,"M5",8.42308859332111,7211674.02132347
2050,"M5",8.2936105698194,7271484.83721281
2051,"M5",8.16612285644977,7330864.6757423
2052,"M5",8.04059485856504,7389809.18856291
2053,"M5",7.91699645181309,7448314.28168834
2054,"M5",7.79529797490717,7506376.11092485
2055,"M5",7.67547022250793,7563991.0772432
2056,"M5",7.55748443821444,7621155.82210026
2057,"M5",7.44131230766358,7677867.22271788
2058,"M5",7.32692595173481,7734122.38732598
2059,"M5",7.21429791985987,7789918.65037681
2060,"M5",7.10340118343516,7845253.56773676
2061,"M5",6.99420912933517,7900124.91186217
2062,"M5",6.88669555352617,7954530.666965
2063,"M5",6.78083465477754,8008469.02417404
2064,"M5",6.67660102846988,8061938.37669731
2065,"M5",6.57396966049866,8114937.31499053
2066,"M5",6.47291592127092,8167464.62193685
2067,"M5",6.37341555979503,8219519.26804238
2068,"M5",6.27544469786065,8271100.40665198
2069,"M5",6.17897982430857,8322207.36918951
2070,"M5",6.08399778938817,8372839.66042649
2071,"M5",5.99047579920237,8422996.95378288
2072,"M5",5.89839141023719,8472679.08666352
2073,"M5",5.80772252397585,8521886.05583356
2074,"M5",5.71844738159558,8570618.0128358
2075,"M5",5.63054455874572,8618875.25945306
2076,"M5",5.54399296040651,8666658.24321809
2077,"M5",5.4587718158266,8713967.55297357
2078,"M5",5.37486067353847,8760803.91448453
2079,"M5",5.29223939645031,8807168.18610535
2080,"M5",5.21088815701382,8853061.35450315
2081,"M5",5.13078743246563,8898484.53043968
2082,"M5",5.05191800014245,8943438.944613
2083,"M5",4.97426093286792,8987925.94356068
2084,"M5",4.89779759441031,9031946.98562579
2085,"M5",4.82250963501042,9075503.63698687
2086,"M5",4.74837898697781,9118597.56775298
2087,"M5",4.67538786035492,9161230.54812472
2088,"M5",4.60351873864791,9203404.44462208
2089,"M5",4.53275437462283,9245121.21637986
2090,"M5",4.46307778616688,9286382.91151111
2091,"M5",4.3944722522128,9327191.66353917
2092,"M5",4.3269213087263,9367549.68789871
2093,"M5",4.26040874475475,9407459.27850596
2094,"M5",4.19491859853717,9446922.80439834
2095,"M5",4.13043515367351,9485942.70644367
2096,"M5",4.06694293535306,9524521.49411881
2097,"M5",4.00442670664082,9562661.74235783
2098,"M5",3.94287146482082,9600366.08846951
2099,"M5",3.88226243779585,9637637.22912386
2100,"M5",3.82258508054244,9674477.91740759
