"year","scenario","growthrate","population"
2020,"M3",11.8639298878302,5319324
2021,"M3",11.641425988961,5381248.5166573
2022,"M3",11.4230950737052,5442719.03007832
2023,"M3",11.2088588791995,5503725.6996056
2024,"M3",10.9986406103732,5564259.20059363
2025,"M3",10.7923649124209,5624310.71635373
2026,"M3",10.5899578437905,5683871.9297403
2027,"M3",10.391346849678,5742935.01441138
2028,"M3",10.1964607360196,5801492.62579534
2029,"M3",10.0052296439716,5859537.89179423
2030,"M3",9.81758502486876,5917064.40325336
2031,"M3",9.63345961565224,5974066.20422531
2032,"M3",9.45278741475873,6030537.78205555
2033,"M3",9.2755036584612,6086474.05731549
2034,"M3",9.10154479765406,6141870.37360791
2035,"M3",8.93084847507313,6196722.48726814
2036,"M3",8.76335350294321,6251026.55698371
2037,"M3",8.59899984104463,6304779.13335358
2038,"M3",8.43772857519111,6357977.14840735
2039,"M3",8.27948189611173,6410617.90510348
2040,"M3",8.12420307872835,6462699.06682467
2041,"M3",7.97183646182208,6514218.64688737
2042,"M3",7.82232742808093,6565174.99808143
2043,"M3",7.67562238452159,6615566.80225501
2044,"M3",7.5316687432787,6665393.05995862
2045,"M3",7.3904149027541,6714653.08016165
2046,"M3",7.2518102291198,6763346.47005336
2047,"M3",7.11580503816755,6811473.12493984
2048,"M3",6.9823505774994,6859033.21824739
2049,"M3",6.8513990090517,6906027.19164194
2050,"M3",6.7229033919471,6952455.74527351
2051,"M3",6.59681766566826,6998319.8281537
2052,"M3",6.47309663354669,7043620.62867381
2053,"M3",6.35169594656199,7088359.56527008
2054,"M3",6.23257208744417,7132538.27724235
2055,"M3",6.11568235507467,7176158.61573137
2056,"M3",6.00098484917949,7219222.63485969
2057,"M3",5.88843845530987,7261732.58304024
2058,"M3",5.7780028301043,7303690.8944565
2059,"M3",5.66963838682704,7345100.18071723
2060,"M3",5.56330628117789,7385963.2226885
2061,"M3",5.45896839736797,7426282.96250528
2062,"M3",5.35658733445694,7466062.49576433
2063,"M3",5.25612639294612,7505305.0638997
2064,"M3",5.1575495616232,7544014.04674186
2065,"M3",5.06082150465374,7582192.95526102
2066,"M3",4.96590754891455,7619845.42449488
2067,"M3",4.87277367156496,7656975.20666076
2068,"M3",4.78138648785087,7693586.16445169
2069,"M3",4.69171323913772,7729682.2645159
2070,"M3",4.6037217811677,7765267.57111856
2071,"M3",4.51738057253755,7800346.23998488
2072,"M3",4.43265866339203,7834922.51232301
2073,"M3",4.34952568432979,7869000.70902509
2074,"M3",4.26795183551708,7902585.22504486
2075,"M3",4.1879078760056,7935680.52394963
2076,"M3",4.10936511325109,7968291.13264466
2077,"M3",4.0322953928279,8000421.63626753
2078,"M3",3.956671088337,8032076.67325026
2079,"M3",3.88246509150277,8063260.93054643
2080,"M3",3.80965080245602,8093979.13902089
2081,"M3",3.73820212019888,8124236.06899923
2082,"M3",3.66809343324866,8154036.52597409
2083,"M3",3.59929961045719,8183385.34646568
2084,"M3",3.53179599200219,8212287.39403334
2085,"M3",3.4655583805479,8240747.5554352
2086,"M3",3.4005630325712,8268770.73693296
2087,"M3",3.33678664985053,8296361.86073863
2088,"M3",3.27420637111443,8323525.86160013
2089,"M3",3.21279976384659,8350267.68352265
2090,"M3",3.15254481624485,8376592.2766226
2091,"M3",3.0934199293308,8402504.59411098
2092,"M3",3.03540390920736,8428009.58940308
2093,"M3",2.97847595946162,8453112.21335123
2094,"M3",2.92261567371026,8477817.4115976
2095,"M3",2.86780302828459,8502130.12204383
2096,"M3",2.81401837505289,8526055.27243435
2097,"M3",2.76124243437738,8549597.77805044
2098,"M3",2.70945628820316,8572762.53951179
2099,"M3",2.65864137327694,8595554.44068262
2100,"M3",2.6087794744928,8617978.34667935
